Data Bencana;;;;;;;;;;;;;;;
No.;Kode Identitas Bencana;ID Kabupaten;Tanggal Kejadian;Kejadian;Lokasi;Kabupaten;Provinsi;Kronologi & Dokumentasi;Penyebab;Meninggal;Hilang;Terluka;Rumah Rusak;Rumah Terendam;Fasum Rusak
3313;3314 101 2022 012 013 1;3314;13/12/22;BANJIR;Kec. Sidoharjo Ds. Jetak Ds. Sidoharjo Kec. Ngrampal Ds. Bener Kec. Karangmalang Ds. Saradan Kec. Sragen Kel. Sine Kec. Tangkil Ds. Tangkil Ds. Karang Tengah Kec. Gondang Ds. Bumiaji;SRAGEN;JAWA TENGAH;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi dan meluapnya aliran sungai Mungkung, Natan dan Garuda;;;;0;403;0
3314;7315 101 2022 012 013 1;7315;13/12/22;BANJIR;Kec. Lembang Ds. Benteng Paremba Ds. Binaga Karaeng Ds. Pangaparang Ds. Sali-Sali;PINRANG;SULAWESI SELATAN;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil;;;;0;55;0
3315;3215 101 2022 012 013 1;3215;13/12/22;BANJIR;Kec. Karawang Barat Ds. Karawang Kulon;KARAWANG;JAWA BARAT;Dokumentasi;;;;;0;27;0
3316;3511 105 2022 012 013 1;3511;13/12/22;PUTING BELIUNG;Kec. Grujugan Ds. Wonosari Kec. Curahdami Ds. Sumber Salak Ds. Jetis Ds. Pakuwesi;BONDOWOSO;JAWA TIMUR;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi disertai angin kencang;;;;128;;1
3317;1105 102 2022 012 013 1;1105;13/12/22;TANAH LONGSOR;Kec. Banda Alam Gp. Blang Rambong;ACEH TIMUR;ACEH;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil;;;;1;;0
3318;3310 105 2022 012 013 1;3310;13/12/22;PUTING BELIUNG;Kec. Kalikotes Kec. Karanganom Kec. Tulung Kec. Trucuk;KLATEN;JAWA TENGAH;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi disertai angin kencang;;;1;3;;0
3319;1306 105 2022 012 013 1;1306;13/12/22;PUTING BELIUNG;Kec. Lubuak Aluang Ng. Pungguang Kasiak Lubuak Aluang;PADANG PARIAMAN;SUMATERA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;;0;;0
3320;3314 105 2022 012 013 1;3314;13/12/22;PUTING BELIUNG;Kec. Kedawung Ds. Mojodoyong;SRAGEN;JAWA TENGAH;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi disertai angin kencang;;;;19;;0
3321;3371 101 2022 012 012 1;3371;12/12/22;BANJIR;Kec. Magelang Tengah Kel. Cacaban;KOTA MAGELANG;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intensitas tinggi mengakibatkan drainase tidak mampu menampung debit air;;;;0;5;0
3322;3315 105 2022 012 012 1;3315;12/12/22;PUTING BELIUNG;Kec. Karangrayung Ds. Karangsono Ds. Cekel Ds. Telawah Ds. Jetis;GROBOGAN;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;;10;;0
3323;1403 102 2022 012 012 1;1403;12/12/22;TANAH LONGSOR;Kec. Tanah Merah Kel. Kuala Enok;INDRAGIRI HILIR;RIAU;Dokumentasi;Dipicu struktur tanah yang labil sehingga terjadi longsor;;;;10;;0
3324;3202 101 2022 012 012 1;3202;12/12/22;BANJIR;Kec. Simpenan Ds. Cibuntu;SUKABUMI;JAWA BARAT;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi;;;;0;60;0
3325;6110 101 2022 012 012 1;6110;12/12/22;BANJIR;Kec. Pinoh Selatan Ds. Sungai Bakah;MELAWI;KALIMANTAN BARAT;Dokumentasi;Dipicu terjadi hujan deras dan lama yang  mengakibatkan Sungai Bakah meluap hingga merendami perumahan penduduk di sepanjang sungai Bakah tersebut;;;;0;170;0
3326;3216 105 2022 012 012 1;3216;12/12/22;PUTING BELIUNG;Kec. Muaragembong Ds. Pantai Mekar;BEKASI;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;3;1;;0
3327;5207 101 2022 012 011 1;5207;11/12/22;BANJIR;Kec. Taliwang Ds. Kertasari Ds. Lamunga Kec. Seteluk Ds. Meraran Ds. Lamusung;SUMBAWA BARAT;NUSA TENGGARA BARAT;Dokumentasi;Dipicu hujan disertai angin kencang;;;;0;24;0
3328;1403 101 2022 012 011 1;1403;11/12/22;BANJIR;Kec. Seberida Ds. Kelasa Kel. Pangkalan Kasai;INDRAGIRI HILIR;RIAU;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi dan limpahan air dari Sungai Sekuyam;;;;11;;0
3329;5207 105 2022 012 011 1;5207;11/12/22;PUTING BELIUNG;Kec. Taliwang Ds. Telaga Bertong;SUMBAWA BARAT;NUSA TENGGARA BARAT;Dokumentasi;Dipicu hujan disertai angin kencang;;;;0;;0
3330;1709 105 2022 012 011 1;1709;11/12/22;PUTING BELIUNG;Kec. Pondok Kelapa Ds. Sidodadi;BENGKULU TENGAH;BENGKULU;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi disertai angin kencang;;;;1;;0
3331;6571 102 2022 012 010 1;6571;10/12/22;TANAH LONGSOR;Kec. Tarakan Tengah;KOTA TARAKAN;KALIMANTAN UTARA;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil;;;;6;;0
3332;3201 105 2022 012 010 1;3201;10/12/22;PUTING BELIUNG;Kec.  Rancabungur  Ds.Bantarjaya  Kec. Bojonggede Ds Pabuaran  Kec. Sukamakmur  Desa Sukadamai;BOGOR;JAWA BARAT;Dokumentasi;Dikarenakan hujan deras disertai angin kencang yang mengakibatkan beberapa rumah mengalami kerusakan;;;;7;;0
3333;7311 101 2022 012 010 1;7311;10/12/22;BANJIR;Kec. Lamuru Ds. Mattampa Bulu Ds. Maminasae;BONE;SULAWESI SELATAN;Dokumentasi;Dipicu curah hujan yang tinggi dan mengakibatkan naiknya arus sungai;;;;0;;3
3334;7309 105 2022 012 010 1;7309;10/12/22;PUTING BELIUNG;Kec. Segeri  Kel. Bone;PANGKAJENE KEPULAUAN;SULAWESI SELATAN;Dokumentasi;Dipiciu Hujan Dgn Intensitas Tinggi Disertai Angin Kencang Mengakibatkan 1(Satu) Unit Rumah Warga Rusak Sedang (RS);;;;1;;0
3335;3214 102 2022 012 09 1;3214;09/12/22;TANAH LONGSOR;Kec. Jatiluhur Ds. Cisalada Kec. Bandar Khalifah Ds. Juhar Ds. Gelam Sei Serimah Ds. Pekan Ds. Kayu Besar Ds. Bandar Tengah Kec. Perbaungan Ds. Citaman Jernih Ds. Sei Buluh Ds. Simpang Ds. Sei Sijenggi Ds. Melati II Ds. Kota Galuh Ds. Lubuk Rotan Ds. Tanah Merah Ds. Kesatuan Ds. Tanjung Buluh Ds. Melati I Ds. Sei Nagalawan;PURWAKARTA;JAWA BARAT;Dokumentasi;Dipicu hujan deras dengan intensitas sedang - lebat;1;;;1;;0
3336;6201 101 2022 012 08 1;6201;08/12/22;BANJIR;Kec. Arut Selatan Ds. Kumpal Batu Bawah Ds. Tj. Terantang;KOTAWARINGIN BARAT;KALIMANTAN TENGAH;Dokumentasi;Dipicu hujan yang tinggi dan pasang surutnya air laut serta luapan DAS Lamandau dan sungai bengaris .;;;;0;5;0
3337;1274 101 2022 012 08 1;1274;08/12/22;BANJIR;Kec. Rambutan Kel. Lalang Kel. Mekar Sentosa;KOTA TEBING TINGGI;SUMATERA UTARA;Dokumentasi;Dipicu curah hujan yg tinggi d kota Tebing Tinggi dengan durasi yang lama;;;;0;310;0
3338;3208 102 2022 012 08 1;3208;08/12/22;TANAH LONGSOR;Kec. Ciniru Ds. Pinara Ds. Cijemit;KUNINGAN;JAWA BARAT;Dokumentasi;Dipicu hujan deras dengan intensitas sedang - lebat;;;;14;;0
3339;3202 108 2022 012 08 1;3202;08/12/22;GEMPA BUMI;Kec. Ciambar Kec. Nagrak Kec. Parakansalak Kec. Simpenan Kec. Parungkuda Kec. Sukalarang Kec. Kalibunder Kec. Sukaraja Kec. Ciemas Kec. Nyalindung;SUKABUMI;JAWA BARAT;Dokumentasi;Kekuatan        : 5.8 SR Tanggal         : 08-Dec-2022 Waktu Gempa     : 07:50:57 WIB Lintang         : 7.11 LS Bujur           : 106.99 BT Kedalaman       : 104 KM;;;;42;;2
3340;1608 105 2022 012 08 1;1608;08/12/22;PUTING BELIUNG;Kec. Muaradua Ds. Pelangki;OGAN KOMERING ULU SELATAN;SUMATERA SELATAN;Dokumentasi;Dipicu hujan lebat dan di sertai angin yg kencang semalam, di tambah bangunan yg sudah rapuh;;;;1;;0
3341;3201 105 2022 012 08 1;3201;08/12/22;PUTING BELIUNG;Kec. Gunung Putri Ds. Cicadas;BOGOR;JAWA BARAT;Dokumentasi;Dipicu hujan deras disertai angin kencang mengakibatkan rumah roboh di bagian atap dan tembok di lantai 2, dan menimpa atap kontrakan milik bapak imade.;;;;2;;0
3342;3204 101 2022 012 08 1;3204;08/12/22;BANJIR;Kec. Kertasari Ds. Cibeureum Ds. Cikembang Ds. Cikembang;BANDUNG;JAWA BARAT;Dokumentasi;Dipicu curah hujan dengan intensitas tinggi dan durasi Hujan cukup lama;;;;1;5;0
3343;3201 108 2022 012 08 1;3201;08/12/22;GEMPA BUMI;Kec. Cigombong Ds. Tugu Jaya;BOGOR;JAWA BARAT;Dokumentasi;Kekuatan        : 5.8 SR Tanggal         : 08-Dec-2022 Waktu Gempa     : 07:50:57 WIB Lintang         : 7.11 LS Bujur           : 106.99 BT Kedalaman       : 104 KM;;;;0;;0
3344;1218 101 2022 012 08 1;1218;08/12/22;BANJIR;Kec. Tebing Tinggi Ds. Mariah Padang Ds. Payah Bagas Kec. Sei Rampah Ds. Sei Rampah Ds. Cempedak Lobang Ds. Firdaus Ds. Silau Rakyat Ds. Pematang Ganjang Ds. Rambung Sialang Ds. Pergulaan  Kec. Tanjung Beringin Ds. Citaman Jernih Kec. Dolok Masihul Ds. Pardomuan Kec. Sei Bamban Ds. Suka Damai Ds. Pon Ds. Sei Bamban Ds. Sei Buluh Ds. Bakaran Batu Kec. Teluk Mengkudu Ds. Sialang Buah;SERDANG BEDAGAI;SUMATERA UTARA;Dokumentasi;Dipicu hujan yang tinggi dengan durasi yang cukup lama;;;;0;18796;0
3345;3519 105 2022 012 07 1;3519;07/12/22;PUTING BELIUNG;Kec. Jiwan Ds. Bukur;MADIUN;JAWA TIMUR;Dokumentasi;Dipicu hujan deras dengan intensitas sedang - lebat disertai angin kencang;;;;2;;0
3346;3208 101 2022 012 07 1;3208;07/12/22;BANJIR;Kec. Kalimanggis Ds. Cipancur Dsn. Pahing;KUNINGAN;JAWA BARAT;Dokumentasi;Hujan dengan intensitas ringan hingga lebat pada hari Rabu, 07 Desember 2022 mulai pukul 12.00 WIB s.d. pukul 21.00 WIB mengakibatkan tanggul jebol dan air meluap kepemukiman;;;;0;5;0
3347;1705 101 2022 012 07 1;1705;07/12/22;BANJIR;Kec. Lubuk Sandi Ds. Dusun Tengah Ds. Napal Jungur Ds. Talang Kebun Ds. Sukajan Ds. Gunung Agung Kec. Air Periukan Ds. Padang Pelasan Kec. Seluma Barat Ds. Lunjuk Ds. Pagar Agung Ds. Talang Tinggi;SELUMA;BENGKULU;Dokumentasi;Dipicu hujan dengan intensitas sedang hingga lebat disertai petir dan angin kencang berdurasi singkat.;;;;0;125;0
3348;3201 105 2022 012 07 1;3201;07/12/22;PUTING BELIUNG;Kec. Ciampea Ds. Cicadas;BOGOR;JAWA BARAT;Dokumentasi;Dipicu hujan deras disertai angin kencang mengakibatkan bagian atap rumah roboh di bagian kamar, lainnya karena faktor usia dan konstruksi bangunan yang sudah rapuh;;;;1;;0
3349;7314 105 2022 012 07 1;7314;07/12/22;PUTING BELIUNG;Kec. Kulo Ds. Rijang Panua;SIDENRENG RAPPANG;SULAWESI SELATAN;Dokumentasi;Dipicu hujan disertai dengan angin kencang;;;;2;;0
3350;3321 101 2022 012 07 1;3321;07/12/22;BANJIR;Kec. Bonang Ds. Purworejo;DEMAK;JAWA TENGAH;Dokumentasi;Dipicu naiknya gelombang air laut sehingga mengakibatkan jalan Desa tergenang;;;;0;2621;0
3351;3216 101 2022 012 06 1;3216;06/12/22;BANJIR;Kec. Muaragembong Ds. Pantai Bakti;BEKASI;JAWA BARAT;Dokumentasi;Dipicu air pasang laut dan naiknya debit kali citarum;;;;0;186;0
3352;3201 102 2022 012 06 1;3201;06/12/22;TANAH LONGSOR;Kec. Ciawi Ds. Cileungsi;BOGOR;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas  tinggi yang cukup lama sehingga mengakibatkan tebing yang berada di belakang rumah tersebut mengalami Longsor;;;;0;;0
3353;3509 101 2022 012 06 1;3509;06/12/22;BANJIR;Kec. Sumbersari Kel. Kebonsari;JEMBER;JAWA TIMUR;Dokumentasi;Dipicu hujan intensitas sedang hingga lebat disertai angin kencang;;;;0;11;0
3354;3402 105 2022 012 06 1;3402;06/12/22;PUTING BELIUNG;Kec. Imogiri Kel. Selopamioro;BANTUL;DI YOGYAKARTA;Dokumentasi;Dipicu hujan disertai angin kencang di wilayah Kab. Bantul;;;;0;;0
3355;3205 102 2022 012 05 1;3205;05/12/22;TANAH LONGSOR;Kec. Leles Ds. Jangkurang;GARUT;JAWA BARAT;Dokumentasi;Dipicu hujan mengguyur wilayah tersebut dengan intensitas tinggi dan dalam jangka waktu lama;;;2;0;;0
3356;3215 101 2022 012 05 1;3215;05/12/22;BANJIR;Kec. Telukjambe Barat Ds.Karangligar Kec. Karawang Barat Kel  Tanjungmekar Kec. Telukjambe Barat Ds. Karangligar Ds. Mekarmulya Kec. Karawang Barat Ds. Karawang Kulon Ds. Tanjung Mekar;KARAWANG;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi;;;;0;464;0
3357;1101 101 2022 012 05 1;1101;05/12/22;BANJIR;Kec. Teluk Dalam Ds. Tanjung Raya Kec. Teupah Barat Ds. Lantik Kec. Alafan Ds. Langi Ds. Lubuk Baik Kec. Salang Ds. Panton Lawe Kec. Teupah Selatan Ds. Batu Ralang;SIMEULUE;ACEH;Dokumentasi;Dipicu hujan intensitas sedang hingga lebat;;;;1;;0
3358;3402 105 2022 012 05 1;3402;05/12/22;PUTING BELIUNG;Kec. Sewon Kel. Bangunharjo Kec. Pandak Kel. Triharjo Kel. Caturharjo Kec. Bambanglipuro Kel. Sidomulyo;BANTUL;DI YOGYAKARTA;Dokumentasi;Dipicu hujan disertai angin kencang yang terjadi pada hari Senin, tanggal 05 Desember 2022 mulai Pukul 11.50 WIB;;;;0;;0
3359;3508 111 2022 012 04 1;3508;04/12/22;LETUSAN GUNUNG API;Kec. Pronojowo Ds. Sumberurip Kec. Rowokangkung Ds. Sumbersari  Kec. Candipuro Ds. Sumberwuluh Ds. Penanggal Kec. Pasirian  Ds. Pasirian;LUMAJANG;JAWA TIMUR;Dokumentasi;"Awan Panas Guguran (APG) dari PPGA Gunung Semeru di Pos Gunung Sawur, Dusun Poncosumo Desa Sumberwuluh Kecamatan Candipuro;";;;10;0;;3
3360;3216 101 2022 012 04 1;3216;04/12/22;BANJIR;Kec. Cikarang Utara  Ds. Simpangan  Kec. Cikarang Selatan  Ds. Sukadami Ds. Sukasari  Kec. Cabang Bungin  Ds. Setialaksana  Kec. Cikarang Pusat Ds. Pasiranji Kec. Cikarang Timur  Ds. Labansari;BEKASI;JAWA BARAT;Dokumentasi;Curah hujan yang cukup tinggi dan meluapnya beberapa kali diantaranya :  - Kali Cilemahabang  - Kali Cikadu  - Kali Cibeet  - Kali Citarum;;;;0;361;0
3361;3202 101 2022 012 04 1;3202;04/12/22;BANJIR;Kec. Citantayan Ds. Cisande Ds. Cijalingan Kec. Gunungguruh Ds. Mangkalaya Kec. Cisaat Ds. Sukaresmi Ds. Nagrak Ds. Cibatu Kec. Simpenan Ds. Cidadap;SUKABUMI;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi;;;;0;7;0
3362;3215 101 2022 012 04 1;3215;04/12/22;BANJIR;Kec. Teluk Jambe  Ds. Karangligar;KARAWANG;JAWA BARAT;Dokumentasi;Hujan deras diwilayah hulu dan beberapa wilayah kabupaten Karawang sehingga Meluapnya sungai Citarum dan Cibeet serta sungai Cidawolong;;;;0;482;0
3363;3201 108 2022 012 03 1;3201;03/12/22;GEMPA BUMI;Kec. Caringin Ds. Pancawati;BOGOR;JAWA BARAT;Dokumentasi;Dipicu gempa bumi di wilayah kabupaten Garut  serta konstruksi bangunan yang sudah tua sehingga mengakibatkan beberapa unit rumah mengalami kerusakan pada bagian dinding dapur,kamar dan kamar mandi.;;;;6;;0
3364;3171 101 2022 012 03 1;3171;03/12/22;BANJIR;Kec. Jagakarsa Kel. Jagakarsa Kec. Pasar Minggu Kel. Kebagusan Kel. Cilandak Timur Kec. Cilandak Kel. Pondok Labu;KOTA JAKARTA SELATAN;DKI JAKARTA;Dokumentasi;Dipicu akibat hujan dengan intensitas sedang hingga lebat;;;;0;399;0
3365;1906 105 2022 012 03 1;1906;03/12/22;PUTING BELIUNG;Kec. Kelapa Kampit  Ds. Cendil;BELITUNG TIMUR;KEPULAUAN BANGKA BELITUNG;Dokumentasi;perkiraan Pukul 12.30 WIB, angin bertiup kencang dari arah Barat Daya Desa Cendil yang menuju ke arah pemukiman warga, dan menerbangkan atap rumah-rumah warga dan menumbangkan pohon-pohon sekitar.;;;;29;;0
3366;3205 108 2022 012 03 1;3205;03/12/22;GEMPA BUMI;Kec. Pakenjeng Ds. Tanjungya Ds. Jatiwangi Kec. Cikelet Ds. Cigadog Kec. Selaawi Ds. Putrajawa  Kec. Telengong  Ds. Sukalaksana Ds. Sukamulya;GARUT;JAWA BARAT;Dokumentasi;Kekuatan : 6,4 SR Tanggal    : 03-Dec-2022 Waktu Gempa:  16:49:41 WIB Lok :  7.51 LS Bujur :  107.52 BT Kedalaman:  118 Km   Keterangan:  Pusat Gempa berada di Darat dan tidak berpotensi Tsunami (BMKG);;;1;10;;0
3367;1104 101 2022 012 03 1;1104;03/12/22;BANJIR;Kec. Lawe Sigala-gala  Ds. Natam;ACEH TENGGARA;ACEH;Dokumentasi;Hujan dengan intensitas tinggi sehingga menyebabkan meluapnya Sungai Lawe Serke;;;;0;10;0
3368;3204 101 2022 012 03 1;3204;03/12/22;BANJIR;Kec. Cimaung   Ds. Sukamaju;BANDUNG;JAWA BARAT;Dokumentasi;Hujan Deras dan Luapan Sungai Cigundel Kecamatan Cimaung;;;;0;4;0
3369;3326 101 2022 012 02 1;3326;02/12/22;BANJIR;Kec. Tirto Ds. Tegaldowo Ds. Karang Jompo Ds. Jeruksari Ds. Pacar Ds. Sambotejo Kec. Siwalan Ds. Blancanan Ds. Depok Kec. Wonokerto Ds. Wonokerto Ds. Pencakar;PEKALONGAN;JAWA TENGAH;Dokumentasi;Hujan deras dan Rob air laut besar sehingga meluap masuk ke jalan dan pemukiman di Kecamatan Tirto,Kecamatan Siwalan dan Wonokerto;;;;0;1072;0
3370;3315 101 2022 012 02 1;3315;02/12/22;BANJIR;Kec. Tawangharjo Ds. Jono Ds. Mayahan Ds. Pulongrambe Kec. Purwodadi Kel. Purodadi Kel. Kuripan Ds. Kedungrejo Ds. Karanganyar Ds. Nglobar Ds. Nambuhan Kec. Grobogan Ds. Rejosari Ds. Getasrejo;GROBOGAN;JAWA TENGAH;Dokumentasi;Pada Hari Jum’at, Tanggal 02 Desember 2022 Pukul 06.00 Wib. terjadi banjir musiman dan terjadi apabila hujan turun dengan intensitas tinggi/ lebat, maka sungai Lusi yang tidak mampu menampung debit air yang besar sehingga mengakibatkan banjir. Akibat banjir luapan sungai lusi berdampak di  beberapa wilayah Kabupaten Grobogan;;;;0;74;0
3371;3201 105 2022 012 02 1;3201;02/12/22;PUTING BELIUNG;Kec. Cijeruk Ds. Tajurhalang;BOGOR;JAWA BARAT;Dokumentasi;Dipicu hujan dengan intensitas tinggi disertai angin kencang;;;;1;;0
3372;1408 101 2022 012 02 1;1408;02/12/22;BANJIR;Kec. Bantan  Ds. Jangkang  Ds. Deluk Ds. Bantan Tua Ds. Pasiran  Ds. Resam Lapis;BENGKALIS;RIAU;Dokumentasi;Hujan Deras dengan durasi yang cukup lama;;;;0;185;0
3373;3375 101 2022 012 02 1;3375;02/12/22;BANJIR;Kec. Pekalongan Utara Kel. Panjang Wetan Kel. Krapyak Kec. Pekalongan Barat Kel. Tirto;KOTA PEKALONGAN;JAWA TENGAH;Dokumentasi;Naiknya gelombang pasang (rob) mengakibatkan luapan Sungai Meduri (Kel. Tirto) dan limpasan Sungai Loji (Kel.Panjang Wetan) ditambah kondisi di sekitar wilayah pembangunan tanggul yang mengakibatkan limpasan air juga masuk melalui celah/bagian yang sedang dibangun;;;;0;;0
3374;3327 101 2022 012 02 1;3327;02/12/22;BANJIR;Kec. Ulujami Ds. Blendung Ds. Kertosari;PEMALANG;JAWA TENGAH;Dokumentasi;Naiknya gelombang pasang (rob) dan hujan menyebabkan luapan air masuk ke wilayah permukiman.;;;;0;709;0
3375;3674 101 2022 012 01 1;3674;01/12/22;BANJIR;Kec. Ciputat   Kel. Jombang  Kec. Pondok Aren  Kel. Jurangmangu Barat Kel. Pondok Betung Kel. Pondok Kacang Timur Kec. Pamulang Kel. Pamulang Barat;KOTA TANGERANG SELATAN;BANTEN;Dokumentasi;Dipicu akibat hujan dengan intensitas lebat dan drainase yang tidak lancar sehingga menyebabkan banjir pada hari Kamis 1 Desember 2022 Pukul 17.00 WIB;;;;0;1580;0
3376;3529 105 2022 012 01 1;3529;01/12/22;PUTING BELIUNG;Kec. Ganding  Ds. Gadu Timur;SUMENEP;JAWA TIMUR;Dokumentasi;hujan dengan intensitas tinggi;;;;5;;0
3377;3526 105 2022 012 01 1;3526;01/12/22;PUTING BELIUNG;Kec. Galis  Ds. Lantek Barat  Ds. Lantek Timur;BANGKALAN;JAWA TIMUR;Dokumentasi;hujan dengan intensitas sedang disertai angin kencang;;;;0;;0
3378;1408 101 2022 012 01 1;1408;01/12/22;BANJIR;Kec. Talang Muandau  Ds. Melibur;BENGKALIS;RIAU;Dokumentasi;hujan dengan intensitas tinggi;;;;0;3;0
3379;3317 101 2022 011 030 1;3317;30/11/22;BANJIR;Kec. Pamotan  Ds. Pamotan  Kec. Kaliori  Ds. Babadan  Ds. Dresi Kulon;REMBANG;JAWA TENGAH;Dokumentasi;hujan dengan intensitas tinggi;;;;0;14;0
3380;3318 101 2022 011 030 1;3318;30/11/22;BANJIR;Kec. Tambakromo Kec. Gabus Kec. Juwana Kec. Winong Ds. Dayangmulyo Ds. Pati Ds. Kropak Ds. Kendur Ds. Gunungpanti Ds. Godo Ds. Padangan;PATI;JAWA TENGAH;Dokumentasi;dipicu akibat hujan disertai angin puting beliung yang terjadi di wilayah Kab. Pati;2;;7;632;4219;4
3381;3215 101 2022 011 029 1;3215;29/11/22;BANJIR;Kec. Teluk Jambe Barat Ds. Karangligar;KARAWANG;JAWA BARAT;Dokumentasi;dipicu akibat Hujan deras di wilayah hulu dan beberapa wilayah kabupaten Karawang sehingga Meluapnya sungai Citarum dan Cibeet serta sungai Cidawolong;;;;0;82;0
3382;3515 105 2022 011 029 1;3515;29/11/22;PUTING BELIUNG;Kec. Sidoarjo Ds. Suko;SIDOARJO;JAWA TIMUR;Dokumentasi;Hari Selasa 29 November 2022, sekitar jam 14.00 WIB terjadi hujan intensitas sedang hingga lebat disertai angin kencang yang menyebabkan rumah rusak;;;;13;;0
3383;3525 105 2022 011 029 1;3525;29/11/22;PUTING BELIUNG;Kec. Duduksampeyan Ds. Tumapel;GRESIK;JAWA TIMUR;Dokumentasi;ujan disertai angin kencang dari selatan ke utara pada pukul 15.20 WIB di wilayah desa Tumapel Kec. Duduksampeyan mengakibatkan 5 pohon tumbang dan pangkalan ojek yang roboh saat ada 2 orang yang berteduh;;;2;0;;1
3384;3523 101 2022 011 029 1;3523;29/11/22;BANJIR;Kec. Jatirogo  Ds. Sugihan;TUBAN;JAWA TIMUR;Dokumentasi;hujan lebat dengan durasi cukup lama;;;;0;3;0
3385;3316 101 2022 011 029 1;3316;29/11/22;BANJIR;Kec. Jepon  Kel. Jepon Kec. Bogorejo Ds. Prantaan  Ds. Gandu Ds. Gombang Kec. Jiken Ds. Jiken;BLORA;JAWA TENGAH;Dokumentasi;hujan lebat durasi lama menyebabkan banjir luapan dari sungai kidangan jepon yg melewati pemukiman mengakibatkan banjir luapan;;;;0;340;0
3386;3514 105 2022 011 029 1;3514;29/11/22;PUTING BELIUNG;Kec. Purwodadi Ds. Pare Rojo Ds. Gajah Ds. Sentul Ds. Purwodadi Ds. Jatisari;PASURUAN;JAWA TIMUR;Dokumentasi;Hari Selasa 29 November 2022, sekitar jam 13.00 WIB terjadi hujan intensitas sedang hingga lebat disertai angin kencang yang mengakibatkan rumah rusak;;;;127;;3
3387;5101 101 2022 011 028 1;5101;28/11/22;BANJIR;Kec. Negara  Ds. Kaliakah;JEMBRANA;BALI;Dokumentasi;Hujan dengan intensitas tinggi;;;;0;70;0
3388;6409 105 2022 011 028 1;6409;28/11/22;PUTING BELIUNG;Kec. Penajem Ds. Petung;PENAJAM PASER UTARA;KALIMANTAN TIMUR;Dokumentasi;Hujan disertai kilat/petir dan angin kencang yang terjadi di wilayah Kelurahan Petung Kecamatan Penajam pada hari Senin, 28 November 2022 pukul 13.00 Wita berlangsung hingga pukul 14.00 Wita mengakibatkan atap rumah warga terlepas dan terlempar .;;;;20;;0
3389;3674 101 2022 011 028 1;3674;28/11/22;BANJIR;Kec. Ciputat  Kel. Cipayung  Kec. Pondok Aren Kel. Jurangmangu Kel. Jurangmangu Barat  Kel. Pondok Kacang Timur  Kec. Ciputat Timur  Kel. Pisangan;KOTA TANGERANG SELATAN;BANTEN;Dokumentasi;Hujan dengan intensitas sedang sampai lebat;;;;0;830;0
3390;1407 101 2022 011 028 1;1407;28/11/22;BANJIR;Kec. Samo Ds. Lubuk Napal Ds. Teluk Aur;ROKAN HULU;RIAU;Dokumentasi;Hujan dengan intensitas sedang hingga lebat sehingga menyebabkan meluapnya air sungai dan menggenangi rumah warga;;;;0;110;0
3391;3509 101 2022 011 028 1;3509;28/11/22;BANJIR;Kec. Rambipuji Kec. Kaliwates Kec. Silo;JEMBER;JAWA TIMUR;Dokumentasi;hujan deras dan Sungai Dinoyo tidak bisa menampung debit air;;;;0;192;0
3392;3315 101 2022 011 027 1;3315;27/11/22;BANJIR;Kec. Purwodadi Kel. Purwodadi Kec. Toroh Ds. Boloh Kec. Brati Ds. Kronggen;GROBOGAN;JAWA TENGAH;Dokumentasi;Dipicu hujan dengan intesitas tinggi;;;;0;;0
3393;3509 101 2022 011 027 1;3509;27/11/22;BANJIR;Kec. Jombang  Ds.  Ngampelrejo  Ds. Sarimulyo;JEMBER;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;29;0
3394;3527 101 2022 011 027 1;3527;27/11/22;BANJIR;Kec. Omben Ds. Kebun Sareh;SAMPANG;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi, menyebabkan air sungai meluap dan menyeret 2 anak yang sedang melintas;2;;;0;;0
3395;5309 105 2022 011 027 1;5309;27/11/22;PUTING BELIUNG;Kec. Witihama Ds. Balawilng Noten;FLORES TIMUR;NUSA TENGGARA TIMUR;Dokumentasi;dipicu akibat angin kencang yang  menyebabkan pohon tumbang dan menimpa salah satu rumah warga desa Balaweling Noten.;;;;1;;0
